53974,2014-06-30T00:00:00.000+05:30,2098
48559,2014-05-22T00:00:00.000+05:30,9670
57804,2013-07-26T00:00:00.000+05:30,4523
61047,2013-11-28T00:00:00.000+05:30,938
68612,2014-06-29T00:00:00.000+05:30,1614
58689,2013-08-29T00:00:00.000+05:30,9753
41220,2014-04-04T00:00:00.000+05:30,12229
57912,2013-07-30T00:00:00.000+05:30,5485
13416,2013-10-15T00:00:00.000+05:30,4460
12572,2013-10-10T00:00:00.000+05:30,6027
27916,2014-01-13T00:00:00.000+05:30,4956
32831,2014-02-12T00:00:00.000+05:30,8029
56325,2014-07-16T00:00:00.000+05:30,11933
26363,2014-01-04T00:00:00.000+05:30,1528
58224,2013-08-12T00:00:00.000+05:30,5895
42955,2014-04-17T00:00:00.000+05:30,11458
60078,2013-10-22T00:00:00.000+05:30,9550
24412,2013-12-23T00:00:00.000+05:30,10297
23244,2013-12-15T00:00:00.000+05:30,9618
49237,2014-05-28T00:00:00.000+05:30,5567
30032,2014-01-27T00:00:00.000+05:30,2555
59521,2013-10-02T00:00:00.000+05:30,10514
16886,2013-11-07T00:00:00.000+05:30,8755
37097,2014-03-10T00:00:00.000+05:30,1225
15062,2013-10-28T00:00:00.000+05:30,756
45014,2014-04-29T00:00:00.000+05:30,10702
7332,2013-09-08T00:00:00.000+05:30,4600
68371,2014-04-21T00:00:00.000+05:30,8898
59010,2013-09-12T00:00:00.000+05:30,4322
12860,2013-10-12T00:00:00.000+05:30,1731
5741,2013-08-29T00:00:00.000+05:30,2571
21282,2013-12-03T00:00:00.000+05:30,1908
10151,2013-09-26T00:00:00.000+05:30,11030
30665,2014-01-31T00:00:00.000+05:30,290
29952,2014-01-26T00:00:00.000+05:30,8135
10679,2013-09-28T00:00:00.000+05:30,8484
19472,2013-11-23T00:00:00.000+05:30,9610
533,2013-07-28T00:00:00.000+05:30,6770
31800,2014-02-07T00:00:00.000+05:30,7108
68286,2014-03-29T00:00:00.000+05:30,9876
49805,2014-06-01T00:00:00.000+05:30,12238
49186,2014-05-27T00:00:00.000+05:30,8763
40364,2014-03-31T00:00:00.000+05:30,3250
27479,2014-01-11T00:00:00.000+05:30,3421
67882,2013-12-07T00:00:00.000+05:30,10390
12619,2013-10-10T00:00:00.000+05:30,11903
58372,2013-08-18T00:00:00.000+05:30,7910
17907,2013-11-13T00:00:00.000+05:30,10869
9709,2013-09-24T00:00:00.000+05:30,9231
34640,2014-02-23T00:00:00.000+05:30,10709
57470,2014-07-22T00:00:00.000+05:30,7479
34190,2014-02-20T00:00:00.000+05:30,2437
5876,2013-08-30T00:00:00.000+05:30,4556
47596,2014-05-16T00:00:00.000+05:30,7176
45366,2014-05-02T00:00:00.000+05:30,5905
21043,2013-12-01T00:00:00.000+05:30,5682
10779,2013-09-29T00:00:00.000+05:30,8420
54831,2014-07-07T00:00:00.000+05:30,1959
58118,2013-08-08T00:00:00.000+05:30,425
50649,2014-06-07T00:00:00.000+05:30,2055
28683,2014-01-18T00:00:00.000+05:30,2880
10568,2013-09-28T00:00:00.000+05:30,10518
32421,2014-02-10T00:00:00.000+05:30,6254
32909,2014-02-13T00:00:00.000+05:30,175
10331,2013-09-27T00:00:00.000+05:30,979
37451,2014-03-12T00:00:00.000+05:30,9979
32635,2014-02-11T00:00:00.000+05:30,10378
49382,2014-05-28T00:00:00.000+05:30,6314
56698,2014-07-18T00:00:00.000+05:30,2611
61753,2013-12-25T00:00:00.000+05:30,7038
21746,2013-12-05T00:00:00.000+05:30,6071
9606,2013-09-23T00:00:00.000+05:30,9779
40075,2014-03-30T00:00:00.000+05:30,5370
34685,2014-02-24T00:00:00.000+05:30,3213
28952,2014-01-20T00:00:00.000+05:30,6816
57948,2013-07-31T00:00:00.000+05:30,3574
37156,2014-03-11T00:00:00.000+05:30,7182
38562,2014-03-20T00:00:00.000+05:30,12146
17375,2013-11-10T00:00:00.000+05:30,8757
46090,2014-05-06T00:00:00.000+05:30,2240
63019,2014-02-09T00:00:00.000+05:30,1036
15402,2013-10-31T00:00:00.000+05:30,2142
14077,2013-10-21T00:00:00.000+05:30,11522
36372,2014-03-05T00:00:00.000+05:30,8597
13950,2013-10-20T00:00:00.000+05:30,3848
35610,2014-03-01T00:00:00.000+05:30,9275
21489,2013-12-04T00:00:00.000+05:30,9324
54673,2014-07-05T00:00:00.000+05:30,4741
14690,2013-10-25T00:00:00.000+05:30,4238
27929,2014-01-14T00:00:00.000+05:30,3943
28958,2014-01-20T00:00:00.000+05:30,10477
59805,2013-10-13T00:00:00.000+05:30,11420
35373,2014-02-28T00:00:00.000+05:30,11587
59545,2013-10-02T00:00:00.000+05:30,1783
55803,2014-07-13T00:00:00.000+05:30,3927
